공고번호,회사명,공고제목,기술스택/분야,마감일
49197950,코어인사이트㈜,펌웨어 개발 엔지니어 경력직 인재를 모집합니다.,"펌웨어, 펌웨어 개발, 펌웨어, 펌웨어, 펌웨어",2일 전 등록
49197938,코어인사이트㈜,하드웨어 개발 엔지니어 경력직 인재를 모집합니다.,"회로설계, 회로설계",2일 전 등록
49194538,투핸즈인터랙티브,사업 기획가 모십니다.,"2D디자인, 3D디자인, 게임개발, 게임디자인, 모션그래픽, 사업기획, 브랜드기획, 신사업기획, 전략기획, 서비스기획, 콘텐츠기획, 브랜드기획, 콘텐츠기획, 증강현실",2일 전 등록
49197079,㈜유솔루션즈,통합인증 및 개인정보암호화 구축 및 유지,"보안소프트웨어, 정보보안, SI개발, 보안컨설팅, 정보보안",2일 전 등록
49193189,㈜하이브랩,[하이브랩] AI 모델 엔지니어 채용,모델링,2일 전 등록
49193219,㈜하이브랩,[하이브랩] AI BE 개발자 채용,"서비스 개발, AI BE 개발자",2일 전 등록
49196935,주식회사 K-피엠씨,AI-Native 펌웨어 풀스택 개발자,"임베디드, 자동제어, 회로설계, IoT, 펌웨어, Firmware",2일 전 등록
49196137,㈜타이호인스트,(정규직) 로우코드(OutSystems) 개발자(JAVA 경력직) 채용,"소프트웨어개발, 솔루션, SI",2일 전 등록
49196084,㈜레이덱스,레이덱스 부문별 직원채용 [경영지원 공무/설계팀/조립팀],"ERP, 경영기획, 사업기획, 재무기획, 데이터분석, 신사업기획, 교육기획, 급여관리, 복리후생, 조직문화, 네트워크관리, 시스템분석, 시스템설계, 시스템운영, 서버관리, 시스템분석, 시스템설계, 시스템분석, 시스템설계, 회로설계, 외자구매, 자재구매, 구매계약, 밀링, 설비, 조립, 기계조작, 비금속, 신소재, 검증, 품질보증, 환경관리, HACCP, ISO, 시설점검, 안전평가",2일 전 등록
49200359,㈜코니바이에린,[재택근무] 데이터 엔지니어,"빅데이터, 데이터레이크, 데이터시각화, ETL, BI, 여성의류, 데이터분석, 이너웨어, 분석모델링, 섬유, 유아의류, 직물·우븐·데님, 데이터파이프라인",1일 전 등록
49198478,글림,"[경력] 글림에서 UX Senior,Team Leader 기획자를 찾습니다.","GUI, 제안·컨설팅, PM, 앱기획, UI·UX기획, 콘텐츠기획, 인터페이스, 스토리보드, 반응형웹",2일 전 등록
49195264,㈜인포플라,"[인포플라] AI Agent 서비스 경영지원 매니저, AI 개발자 채용","소프트웨어개발, 솔루션, 4대보험, 결산, 부가세신고, 계산서발행",2일 전 등록
49185748,㈜희성양행,(주) 희성양행 프로그래머 모집,"SI개발, 솔루션, 시스템분석, 시스템운영, 서버관리, 기계, 정보보안, SI개발, 클라이언트, SI개발, 시스템설계, 서버관리, 시스템설계, 클라이언트, 네트워크관리, 소프트웨어개발, 인쇄기계",2일 전 등록
49194856,㈜디지털포토,[사진인화 1위 기업] 클라우드 엔지니어 모집,"전자상거래, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, 네트워크관리, 서버구축, 시스템운영, 네트워크관리, 네트워크관리, 클라우드개발자, 클라우드아키텍트, 솔루션스아키텍트",2일 전 등록
49178873,코아비스,[전자제어팀] S/W 경력 개발자,"시스템분석, SI개발, 아키텍처, 시스템설계",5일 전 등록
49183738,㈜알라딘커뮤니케이션,정보보호팀 정보보호담당자 (기술보안),"보안관제, 정보보안",5일 전 등록
49170751,삼성증권,"경력사원 채용(M&A, 지점 창구 업무, 의심거래보고)","관리회계, 외환관리, M&A, 고객경험관리, 금융상담, 입출금관리, 게시판관리, 더존, 손해사정, 자료조사, 자료조사, 자산운용, 외환관리, 문서작성, 채권, CFO, 기업회계, 민원상담, 고객관리, 시스템운영, 재정설계, 데이터분석, 재무분석, 전화상담, 관리회계, 재무상담, 재무회계, 고객지원, 시스템분석, 원가회계, 기업회계, 단순안내, 방문상담, 경영기획, 문서작성, 부가세신고, 투자상담·자문, 통계·분석, 계산서발행, 결산, 온라인상담, 전략기획, 신용카드사, 보험영업, 애널리스트, 재무회계, 연구기획, 문서관리, 여신상담, 전표입력, 채권, 경영컨설팅, 법인결산, 채권, 전산회계, 원가회계, ERP운용, A·S상담",5일 전 등록
49176194,㈜안랩,2026 하반기 AhnLab 체험형 인턴십,"네트워크보안, 방화벽, 보안소프트웨어, 보안컨설팅, 정보보안, 문화기획, 사업기획, 데이터분석, 신사업기획, 연구기획, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, 문서관리, 비품관리, 자산관리, 복리후생, 서무, 행정, 인사기획, 인사교육, 인사행정, 교육기획, 면접·채용, 평가·보상, 조직문화, 영상제작, 콘텐츠기획, SNS마케팅, SEO, 언론홍보, 옥외광고, 프로모션, BTL, 기업홍보, 오프라인마케팅, 이벤트기획, 가상현실, 암호화폐, 인터페이스, 핀테크, SI개발, 네트워크관리, 서버구축, 시스템운영, 빅데이터, 데이터레이크, ETL, 데이터파이프라인, BI, 데이터분석, 데이터시각화, 분석모델링, 네트워크관리, 보안관제, 정보보안, 암호화폐, 시스템설계, 정보보안, 아키텍처, 클라이언트, 인공지능, 기술지원, 유지보수, A·S수리, 연구·실험·기술, 검증, 품질보증, 환경관리, HACCP",5일 전 등록
49183828,㈜알라딘커뮤니케이션,정보보호팀 정보보호담당자 (기술보안),"펌웨어, 방화벽, 서버구축, 시스템분석, 시스템운영, 시스템운영, 정보보안, SI개발, 시스템분석, 네트워크관리, 클라이언트, SI개발, 보안관제, 시스템설계, 정보보안, 서버관리, 아키텍처, 서버구축, 시스템설계, 핀테크, 암호화폐, 네트워크관리, 네트워크관리",5일 전 등록
49175841,(주)제이엠더블유,2026 상반기 JMW 구매혁신팀 채용,"생활용품, 소비재, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, SI개발, 재고관리, 창고관리, 외자구매, 자재구매, 구매계약, 상품입출고, 외자구매, 자재구매, 재고관리, 거래선개발관리, 거래처관리, 고객관리",5일 전 등록
49180592,㈜앱솔브랩,[셀리맥스] PM(프로덕트 매니저) 경력 채용,"피부관리, 화장품, 서비스기획, 제안·컨설팅, 데이터분석, 콘텐츠기획, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 콘텐츠기획, PM, 문서관리, 문서작성, 자료조사, 행정, 매출관리, 영업기획, 데이터분석, 영업전략",5일 전 등록
49182368,남선,회계직/AI 활용 전문가 부분 신입/경력직 공개채용,"전산입력, 전산입력, 시장조사, 자료조사, 문서관리, 브랜드기획, 신사업기획, 데이터분석, 사업기획, 유통, 기업회계, 문서작성, 문서작성, 부가세신고, 계산서발행, 결산, 전략기획, 콘텐츠기획, 브랜드기획, 데이터분석, 이미지프로세싱, SNS마케팅, 문서관리, 자산관리, 전표입력, 모델링, 콘텐츠기획, 경영기획, 시장분석",5일 전 등록
49178897,연세대학교의료원산학협력단,연세의대 다안 암 연구실(폐암 신약개발) 분야별 박사/석사후 연구원 채용,"데이터관리, 모니터링, 면역학실험, Spatial RNA, Single-cell, 바이오, 생명공학, 의약, 제약, 데이터분석, 연구기획, 전략기획, 문서관리, 문서작성, 인공지능, 생명공학, 제품개발, 생명공학, 제품개발, R&D, 미생물, 연구·실험·기술, 제조·공정, 화학·섬유, 의약사무, 생명공학, 미생물, 건강식품연구, 제약·바이오R&D, 의약외품연구",5일 전 등록
49175409,㈜동아일렉콤,[LIG 계열사] 동아일렉콤 26년 상반기 신입/경력 채용,"자동제어, 전기제어, 제어, 문서작성, 서버구축, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, 납품, 납품, 외주관리, 임베디드, 펌웨어, 회로설계, PCB, PLC, 3D설계, 기구설계, 전기설계, 회로설계, 임베디드, 펌웨어, 회로설계, PCB, 조립, 회로, 생산관리, 품질보증, 검증, 품질보증, 환경관리",5일 전 등록
49180069,㈜에이치알큐브,에이치알큐브 각 부문 담당자(신입 및 경력) 채용,"고객관리, 전산입력, 정보디자인, 폰트디자인, 고객안내, 거래처관리, 옥외광고, 재고관리, 전략기획, 행정, 게시판관리, 상품입출고, 시장조사, 식품MD, 자료조사, SNS마케팅, 시장조사, 삽화·일러스트, Sign디자인, 통계·분석, 시스템운영, 시장분석, 카페·블로그관리, 프로모션, AMD, 오프라인마케팅, 제휴마케팅, SNS마케팅, 2D디자인, 카페·블로그관리, 거래선개발관리, 매출관리, 문서작성, 바이럴마케팅, 키워드광고, 프로모션, VMD, 상품기획, 언론홍보, 온라인상담, 콘텐츠기획, 거래처관리, 기업홍보, 브랜드기획, SNS마케팅, SEO, 디지털디자인, 데이터분석, 서무, SNS마케팅, 고객응대, 디지털디자인, 문서관리, 매체관리, 콘텐츠기획, 이벤트기획, SEO, 시장분석, 채팅상담",5일 전 등록
49177398,㈜티아이엑스(TIX Inc.),"각 부문(앱 개발 및 서버 운용/ SW,HW 개발) 채용","네트워크관리, 펌웨어, 인터페이스, 시스템설계, 회로설계, 서버구축, 시스템분석, 시스템운영, 챗봇, 정보보안, SI개발, 시스템분석, Firmware, SI개발, RF, 클라이언트, SI개발, 시스템분석, 시스템설계, 증강현실, 전자, 펌웨어, 전자계산, 클라우드개발자, 서버관리, 아키텍처, 시스템설계, 가상현실, 클라우드아키텍트, 네트워크관리",5일 전 등록
49176673,온브릭스 주식회사,[온브릭스] PHP 풀스택 개발자 모집,"온브릭스, 소싱, 테크니컬 프로젝트 매니저, PHP 웹 서비스 운영, 전자상거래, 농산물, 서버관리, 이커머스, 쇼핑몰, 인터페이스, 소셜커머스, 오픈마켓, 과일, 신선식품, IT 서비스 매니저",5일 전 등록
49182152,공간제작소㈜,[공간제작소] [정규직] 2026년 각 부문별 채용 (경기화성시),"건축, 경영기획, 문서작성, 자료조사, SI개발, 인테리어디자인, 조경디자인, 인테리어디자인, 외자구매, 자재구매, 구매계약, 상품입출고, 재고관리, 거래선개발관리, 거래처관리, 고객관리, 고객지원, 기술상담, 단순안내, 민원상담, 방문상담, 전화상담, 고객경험관리, 회원관리, 전화상담, 고객응대, 판매관리, 판매영업, 고객응대, 고객안내, 고객응대, 고객안내, 자동제어, 회로설계, PCB, PLC, CAM, 제어·설계, 기계조작, 캐드원, 유지보수, 정보통신, 통신설비, 광통신, 무선통신, 정보통신, 통신설비, 설비, 조립, 기계조작, 생산관리, 품질보증, HACCP, ISO, 건축감리, 건축설계, 건축CM, 리모델링, 캐드원, 건축설계, 건축시공, 리모델링, 시공관리, 간판·판넬, 건축시공, 공조냉동, 단열·외장, 도배·벽지, 리노베이션, 리모델링, 미장, 방음·방벽, 시공관리, 장판·타일, 전기설비, 엘리베이터, 샤시·창호, 배관·케이블, 에어컨, 전기배선, 전기설비, 통신설비, 엘리베이터, 배관·케이블, 건축시공, 상하수도, 시공관리, 건설노무, 안전평가",5일 전 등록
49171535,㈜에어큐브,[경력] Back-End Developer 채용,"Java, 생체인증, 암호화, 앱 개발자, 인증, Android, IOS, ios android, MVVM, pin, QR, 보안소프트웨어, 정보보안, 클라이언트, HTTP",5일 전 등록
49173434,㈜비즈테크아이,SAP SM운영 경력,"SM, 솔루션, 시스템운영, ERP, 소프트웨어개발",6일 전 등록
49173438,㈜비즈테크아이,SAP 컨설턴트 (CO·FI·SD) 경력,"SM, 솔루션, 시스템운영, SI개발, 시스템분석, 시스템설계, ERP, 소프트웨어개발",6일 전 등록
49172764,나무기술㈜,Citrix 네트워크(L4/L7) 엔지니어,"솔루션, 시스템운영, 네트워크관리, 서버구축, 소프트웨어개발",6일 전 등록
49172961,㈜퍼플아카데미,백엔드 개발자,"보습학원, 유아교육, 컨텐츠개발, e러닝, 서버관리, 클라이언트, 핀테크, HTTP, SI개발",6일 전 등록
49177291,㈜제노코,㈜제노코 연구개발본부/경영지원본부 각 부문별 신입/경력 채용(코스닥 상장사-KAI 자회사),"전자, 전자회로, 문서작성, 전산입력, 행정, 자산관리, 재무회계, SI개발, 인터페이스, SI개발, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 펌웨어, 서버관리, SI개발, 네트워크관리, 서버구축, 시스템운영, 네트워크관리, 방화벽, 보안관제, 정보보안, 암호화폐, 핀테크, 시스템분석, 시스템설계, 정보보안, 아키텍처, 클라이언트, SI개발, 검증, 시스템분석, 시스템설계, 펌웨어, 회로설계, 모델링, 딥러닝, 자연어처리(NLP), 음성인식, 이미지프로세싱, 인공지능, 챗봇, 메카트로닉스, 임베디드, 자동제어, 펌웨어, 회로설계, PCB, PLC, 금속, 메카트로닉스, 생산기술, 제품개발, 철강, 플랜트, CAM, 제어·설계, 무인항공기·드론, 기계조작, 로봇설계, 캐드원, 3D설계, 금형설계, 기구설계, 전기설계, 회로설계, CAM, 2D설계, 로봇설계, 임베디드, 펌웨어, 회로설계, PCB, 광통신, 무선통신, 위성통신, 이동통신, 전자통신, 정보통신, 회로설계, 에너지, 전기·전자, 정보통신·IT, 제품개발, R&D, 금속·철강, 로봇설계, 연구·실험·기술, 조선·항공·우주, 제조·공정, 검증, 품질보증, 환경관리, ISO",6일 전 등록
49173467,㈜스마트큐브,무인보관함 유지보수(AS) 엔니지어 채용,"서버관리, 클라이언트, 핀테크, HTTP, SI개발, GUI, 시스템분석, 시스템설계, SI개발, 유지보수, 유지보수",6일 전 등록
